ID,Beer,Bitter,Sød,Citrus,Syrlig,Bær,Frugtig,Kraftig,Krydret,Røget,Tung,Rund,Vandet,Gæret,Skarp,Lakrids,Karamel,Chokolade,Tør,Gran,Eftersmag,Nøddet,Mild,Harmonisk,Aroma,Normal,Kaffe,Humlet,Cider,Værtshus,Spiritus,Sprittet,Brændt,Rugbrød,Olie,Rengøringsmiddel,"Syntetisk ",Sodavand,Brus,Malt,Kompleks,Hav,Blomst
ID_21589_11_2__11_30_11,Sebastian,4,5,4,5,5,5,5,4,5,4,5,5,5,4,4,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,4,4,5,4,4
